#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Speed (ns/day)"	"Time Remaining"
42.3%	95250	381.00000000033276	-2959356.5093505383	564502.3448519321	-2394854.164498606	299.30622930233454	2290.72558629942	31.5	23:44
42.4%	95500	382.00000000033754	-2961507.2798013687	566091.9091990095	-2395415.370602359	300.149036272573	2289.3576903066855	31.5	23:41
42.6%	95750	383.0000000003423	-2961648.330196487	566150.2309508234	-2395498.0992456633	300.17995919748364	2290.033679093943	31.5	23:39
42.7%	96000	384.0000000003471	-2962079.5986577645	567232.4099276095	-2394847.188730155	300.7537440753074	2290.9895386980065	31.5	23:36
42.8%	96250	385.00000000035186	-2958921.4737628214	564540.6200009871	-2394380.853761834	299.32652326682216	2290.978581703827	31.5	23:33
42.9%	96500	386.00000000035664	-2959845.3580715954	565694.2425853884	-2394151.115486207	299.93818844221795	2289.5844575531364	31.5	23:30
43.0%	96750	387.0000000003614	-2959110.569701504	564308.438382706	-2394802.131318798	299.2034176582897	2289.5844575531364	31.5	23:28
43.1%	97000	388.0000000003662	-2960468.772569753	565716.5154081263	-2394752.257161627	299.94999777241895	2287.6112844824547	31.5	23:25
43.2%	97250	389.00000000037096	-2959734.5666715596	565831.0908636362	-2393903.4758079234	300.0107471171684	2287.8169359115095	31.5	23:22
43.3%	97500	390.00000000037573	-2958605.650111947	565893.6453100858	-2392712.0048018615	300.0439142699069	2286.982980610471	31.5	23:19
43.4%	97750	391.0000000003805	-2957751.512710599	566028.0828005283	-2391723.429910071	300.11519471490084	2288.705859739761	31.5	23:17
43.6%	98000	392.0000000003853	-2958419.0189791285	565558.25881714	-2392860.7601619884	299.8660881413212	2288.93613581949	31.5	23:14
43.7%	98250	393.00000000039006	-2958291.298356369	564595.6523945351	-2393695.645961834	299.35570213268977	2289.7828715941414	31.5	23:11
43.8%	98500	394.00000000039483	-2959324.3913509008	566432.3696099217	-2392892.021740979	300.32955265615607	2289.5438561820165	31.5	23:08
43.9%	98750	395.0000000003996	-2958882.6113228984	565112.3512108659	-2393770.2601120323	299.629662331104	2289.4788120156113	31.5	23:06
44.0%	99000	396.0000000004044	-2961504.5018066615	567557.0156891993	-2393947.486117462	300.92585412480014	2290.1050219598123	31.5	23:03
44.1%	99250	397.00000000040916	-2959378.8334776126	566986.3348335355	-2392392.498644077	300.623271971508	2292.175152922161	31.5	23:00
44.2%	99500	398.00000000041393	-2956571.029106166	564497.0097702412	-2392074.019335925	299.303400575052	2294.2086401984325	31.5	22:57
44.3%	99750	399.0000000004187	-2956597.3350439128	564029.8641079323	-2392567.4709359803	299.05571408092896	2295.5370592009435	31.5	22:55
44.4%	100000	400.0000000004235	-2958768.309417762	564395.6500177846	-2394372.6593999774	299.24965836195497	2291.173990037046	31.4	22:54
44.6%	100250	401.00000000042826	-2960316.0208548475	565669.8743377237	-2394646.146517124	299.9252680914174	2292.282524359925	31.4	22:51
44.7%	100500	402.00000000043303	-2958725.0123168603	565234.8150790662	-2393490.1972377943	299.6945942112832	2293.29289623774	31.4	22:49
44.8%	100750	403.0000000004378	-2962439.266402159	567978.0993689481	-2394461.167033211	301.1491179775649	2292.6833236215543	31.4	22:46
44.9%	101000	404.0000000004426	-2960056.6069266405	565530.3298765029	-2394526.2770501375	299.85127986641015	2291.0738867740147	31.4	22:43
45.0%	101250	405.00000000044736	-2958325.508191664	564975.7449573692	-2393349.7632342945	299.5572319807147	2291.141542849009	31.4	22:40
45.1%	101500	406.00000000045213	-2960193.1398662776	566918.0782146812	-2393275.0616515963	300.5870814553826	2288.6748579896575	31.4	22:38
45.2%	101750	407.0000000004569	-2958916.3939544912	565168.8892077152	-2393747.504746776	299.6596394867413	2290.5189415052037	31.4	22:35
45.3%	102000	408.0000000004617	-2959967.071672514	566518.5840644782	-2393448.487608036	300.3752646421912	2291.0561582814166	31.4	22:32
45.4%	102250	409.00000000046646	-2960436.9538151715	567689.8670076783	-2392747.086807493	300.9962935615083	2288.6836393401927	31.4	22:29
45.6%	102500	410.00000000047123	-2959936.7506674267	567183.0236606253	-2392753.7270068014	300.7275588566185	2292.504567374982	31.4	22:27
45.7%	102750	411.000000000476	-2958992.7858282477	565309.4338236578	-2393683.35200459	299.73415800633677	2291.350974685881	31.4	22:24
45.8%	103000	412.0000000004808	-2958398.47985268	564347.5867376906	-2394050.8931149896	299.2241746075224	2290.693932879643	31.4	22:21
45.9%	103250	413.00000000048556	-2960887.5422094986	566550.0414532319	-2394337.5007562665	300.39194374458543	2290.9634710032183	31.4	22:18
46.0%	103500	414.00000000049033	-2959734.1064030733	565995.4422169528	-2393738.6641861205	300.09788826775974	2290.6282185733407	31.4	22:15
46.1%	103750	415.0000000004951	-2960680.4216602333	566504.0951488892	-2394176.326511344	300.3675824372701	2290.620369485488	31.4	22:13
46.2%	104000	416.0000000004999	-2959318.265865445	565715.2467689567	-2393603.0190964886	299.9493251240063	2292.7089761875886	31.4	22:10
46.3%	104250	417.00000000050466	-2959814.005444236	565965.2686741803	-2393848.7367700557	300.08188987662055	2291.8794233411486	31.4	22:07
46.4%	104500	418.00000000050943	-2958103.407955803	565335.3698311248	-2392768.038124678	299.7479096030643	2293.3866628152464	31.4	22:04
46.6%	104750	419.0000000005142	-2956977.326082146	563499.7692319839	-2393477.556850162	298.7746511235479	2294.2280222179425	31.4	22:02
46.7%	105000	420.000000000519	-2959803.3783614617	565595.3072554109	-2394208.0711060506	299.88573168835256	2290.3783556956528	31.4	21:59
46.8%	105250	421.00000000052376	-2958596.374862602	564456.6727313206	-2394139.7021312816	299.28201337067514	2290.186551959397	31.4	21:56
46.9%	105500	422.00000000052853	-2958628.941017205	565090.7504820353	-2393538.1905351696	299.61820935352927	2290.000049684715	31.4	21:53
47.0%	105750	423.0000000005333	-2959353.9811602086	565737.591669995	-2393616.3894902137	299.96117267102693	2290.8826726112547	31.4	21:50
47.1%	106000	424.0000000005381	-2958056.9376396723	564875.1518438936	-2393181.785795779	299.5038962492288	2291.1866789240776	31.4	21:48
47.2%	106250	425.00000000054285	-2958309.7910805494	564578.1022112861	-2393731.688869263	299.3463968052279	2290.3612417281797	31.4	21:45
47.3%	106500	426.00000000054763	-2957953.969778033	565086.035915599	-2392867.933862434	299.6157096312239	2291.8430766216834	31.4	21:42
47.4%	106750	427.0000000005524	-2958402.572713349	567074.537408516	-2391328.035304833	300.6700380839484	2291.5667093742504	31.4	21:39
47.6%	107000	428.0000000005572	-2957306.5641005933	566209.83368037	-2391096.7304202234	300.2115613128679	2292.9027649210148	31.4	21:37
47.7%	107250	429.00000000056195	-2956490.047093248	566114.1241546606	-2390375.922938587	300.1608149209182	2293.13084341879	31.4	21:34
47.8%	107500	430.00000000056673	-2955204.5988167785	565218.6357096701	-2389985.963107108	299.6860157065337	2295.983775695804	31.4	21:31
47.9%	107750	431.0000000005715	-2955293.473300867	565726.2924460641	-2389567.180854803	299.95518168066235	2293.582418716606	31.4	21:28
48.0%	108000	432.0000000005763	-2958613.705579426	568226.9820914845	-2390386.7234879415	301.28107872121853	2291.873213795046	31.4	21:26
48.1%	108250	433.00000000058105	-2959835.696696341	567648.5141655755	-2392187.1825307654	300.97436776553315	2291.9728125252946	31.4	21:23
48.2%	108500	434.0000000005858	-2955791.424589239	563885.7951854864	-2391905.6294037527	298.9793269297857	2291.1655456032972	31.4	21:20
48.3%	108750	435.0000000005906	-2958197.0981398504	566067.708326297	-2392129.3898135535	300.1362046660731	2291.73771473524	31.4	21:17
48.4%	109000	436.0000000005954	-2958002.5414486416	565346.7148791909	-2392655.8265694506	299.75392488996056	2293.5217324549735	31.4	21:14
48.6%	109250	437.00000000060015	-2959452.3827932402	567141.8580433533	-2392310.524749887	300.7057323295988	2293.698041463669	31.4	21:12
48.7%	109500	438.0000000006049	-2959138.1065182406	566981.623254988	-2392156.483263253	300.62077383341887	2294.688679437071	31.4	21:09
48.8%	109750	439.0000000006097	-2957678.9824785218	565778.1066733752	-2391900.8758051465	299.98265423439426	2295.327487822241	31.4	21:06
48.9%	110000	440.0000000006145	-2958241.583980728	566671.0012603481	-2391570.58272038	300.4560781526978	2294.5717234878434	31.4	21:03
49.0%	110250	441.00000000061925	-2956963.1530812792	565630.9969837611	-2391332.1560975183	299.90465483032835	2295.95671110152	31.4	21:01
49.1%	110500	442.000000000624	-2957422.329477545	566157.277039212	-2391265.0524383327	300.1836951219951	2297.3131769018532	31.4	20:58
49.2%	110750	443.0000000006288	-2957667.449161904	566185.0986853077	-2391482.3504765965	300.1984465079934	2297.271002794022	31.4	20:55
49.3%	111000	444.0000000006336	-2956702.6377661303	565669.3689082207	-2391033.2688579094	299.92500010635035	2297.8771249776296	31.4	20:52
49.4%	111250	445.00000000063835	-2956087.4331904203	564236.6569573632	-2391850.776233057	299.16535824551806	2296.0133077223913	31.4	20:50
49.6%	111500	446.0000000006431	-2959656.8676599097	567825.6498183316	-2391831.217841578	301.0682873121656	2294.323054725269	31.4	20:47
49.7%	111750	447.0000000006479	-2956397.5656402763	565071.8852945296	-2391325.6803457467	299.6082067943036	2293.612977994297	31.4	20:44
49.8%	112000	448.0000000006527	-2958348.0448292606	566064.7855486103	-2392283.2592806504	300.1346549726547	2293.715359507737	31.4	20:41
49.9%	112250	449.00000000065745	-2958049.181707617	565944.0542125036	-2392105.1274951133	300.0706417027396	2293.230671150407	31.4	20:39
50.0%	112500	450.0000000006622	-2957089.3465336114	565281.07239781	-2391808.2741358015	299.71912042233816	2294.4205569799337	31.4	20:36
50.1%	112750	451.000000000667	-2958182.266843455	566255.3740671573	-2391926.8927762974	300.23570739760004	2297.1301123744543	31.4	20:33
50.2%	113000	452.0000000006718	-2956091.126153078	562845.5627203742	-2393245.5634327037	298.4277826189959	2296.3808060908245	31.4	20:30
50.3%	113250	453.00000000067655	-2958140.4673493207	564651.1938131538	-2393489.273536167	299.38515089003937	2299.7944374861136	31.4	20:28
50.4%	113500	454.0000000006813	-2958075.341505818	564799.697946649	-2393275.643559169	299.46388964575516	2295.564859637259	31.5	20:25
50.6%	113750	455.0000000006861	-2961635.9582030736	567249.5547464291	-2394386.4034566446	300.7628344734603	2292.7727344070177	31.5	20:22
50.7%	114000	456.0000000006909	-2959756.419006355	564631.5866038668	-2395124.832402488	299.37475490155083	2292.534652326467	31.5	20:19
50.8%	114250	457.00000000069565	-2960214.886557199	565630.1692792265	-2394584.7172779725	299.90421597099413	2293.157328663017	31.5	20:16
50.9%	114500	458.0000000007004	-2959513.965597365	563901.3852981038	-2395612.580299261	298.9875930031944	2294.2901007699747	31.5	20:14
51.0%	114750	459.0000000007052	-2959529.13352206	565101.4194368818	-2394427.714085178	299.6238661673137	2294.3958199627837	31.5	20:11
51.1%	115000	460.00000000071	-2959641.4572111126	564382.3031224646	-2395259.154088648	299.2425816705159	2294.827356622626	31.5	20:08
51.2%	115250	461.00000000071475	-2962150.3651503325	564951.0566524036	-2397199.308497929	299.5441419315156	2292.715174115496	31.5	20:05
51.3%	115500	462.0000000007195	-2961527.8221264407	565920.3581899108	-2395607.46393653	300.05807777411036	2290.867495288228	31.5	20:03
51.4%	115750	463.0000000007243	-2960386.7007767186	565018.9465099741	-2395367.7542667445	299.5801379862045	2289.9514600187235	31.5	20:00
51.6%	116000	464.0000000007291	-2962684.441006977	565367.2196057051	-2397317.221401272	299.7647967533493	2289.836086632163	31.5	19:57
51.7%	116250	465.00000000073385	-2963302.585266087	566420.3133085389	-2396882.2719575483	300.32316025382306	2288.866489492365	31.5	19:54
51.8%	116500	466.0000000007386	-2963273.840825118	565550.8319700805	-2397723.0088550374	299.86215033378284	2289.4889118812985	31.5	19:52
51.9%	116750	467.0000000007434	-2959090.1029964723	563486.0222005581	-2395604.080795914	298.76736227492285	2289.829156709894	31.5	19:49
52.0%	117000	468.0000000007482	-2960713.157162536	566165.2790712662	-2394547.8780912696	300.1879378998378	2290.9366409642503	31.5	19:46
52.1%	117250	469.00000000075295	-2959691.668281108	564812.4255387597	-2394879.2427423485	299.4706379748586	2291.8527815118587	31.5	19:43
52.2%	117500	470.0000000007577	-2961052.14481283	566616.9149844229	-2394435.229828407	300.4274009302702	2293.9120273233816	31.5	19:41
52.3%	117750	471.0000000007625	-2958786.728734197	563700.5968764724	-2395086.131857725	298.8811324615967	2292.461051098439	31.5	19:38
52.4%	118000	472.0000000007673	-2958929.8532682993	564050.6188130657	-2394879.2344552334	299.0667184861195	2292.149356796539	31.5	19:35
52.6%	118250	473.00000000077205	-2958347.3201802187	564831.3691027146	-2393515.951077504	299.4806820902615	2292.149356796539	31.5	19:32
52.7%	118500	474.0000000007768	-2957914.913010087	565600.4098891629	-2392314.503120924	299.88843716881996	2292.9545047943634	31.5	19:30
52.8%	118750	475.0000000007816	-2957123.230630912	564699.3906549996	-2392423.839975912	299.4107054605894	2294.1514652086603	31.5	19:27
52.9%	119000	476.0000000007864	-2958850.7510052584	567364.0628777883	-2391486.68812747	300.82354812209996	2296.2523882529617	31.5	19:24
53.0%	119250	477.00000000079115	-2958829.350690877	565312.2235196461	-2393517.127171231	299.73563713816816	2294.59551395994	31.5	19:21
53.1%	119500	478.0000000007959	-2959334.0566375777	565004.7002463103	-2394329.3563912674	299.57258443838003	2293.8358429717314	31.5	19:18
53.2%	119750	479.0000000008007	-2958245.233637316	564582.5675118671	-2393662.666125449	299.34876436364783	2296.7172141000774	31.5	19:16
53.3%	120000	480.00000000080547	-2961592.6570410896	566493.9912414338	-2395098.665799656	300.36222521870525	2296.421814580247	31.5	19:13
53.4%	120250	481.00000000081025	-2959900.2193532735	564775.5904402222	-2395124.6289130514	299.4511075432319	2296.498585291546	31.5	19:10
53.6%	120500	482.000000000815	-2958628.342175849	563589.3468608662	-2395038.9953149827	298.8221463068277	2296.498585291546	31.5	19:07
53.7%	120750	483.0000000008198	-2958192.420872329	564160.4035831746	-2394032.017289154	299.124927749333	2296.6858989112775	31.5	19:05
53.8%	121000	484.00000000082457	-2959591.5808638595	565301.7232456726	-2394289.8576181866	299.7300697611	2296.222888726514	31.5	19:02
53.9%	121250	485.00000000082935	-2959084.1917460673	566416.7845519668	-2392667.4071941003	300.32128926279296	2295.6655419656677	31.5	18:59
54.0%	121500	486.0000000008341	-2958499.620808998	566231.6590765676	-2392267.9617324304	300.22313341190085	2291.8265308551804	31.5	18:56
54.1%	121750	487.0000000008389	-2958320.1040418	565840.1236824302	-2392479.98035937	300.0155364310798	2291.9956882739016	31.5	18:54
54.2%	122000	488.00000000084367	-2957787.881783925	566046.6479030551	-2391741.23388087	300.12503816530386	2291.9956882739016	31.5	18:51
54.3%	122250	489.00000000084844	-2957312.3175371885	566308.2248841138	-2391004.092653075	300.2637295641739	2295.143278108982	31.5	18:48
54.4%	122500	490.0000000008532	-2958237.8249882236	567030.1855740919	-2391207.6394141316	300.6465221845988	2293.2725342240997	31.5	18:45
54.6%	122750	491.000000000858	-2958705.2399974987	566964.2328500573	-2391741.0071474416	300.611553222427	2293.1459538705276	31.5	18:43
54.7%	123000	492.00000000086277	-2959239.814218562	566423.3332593634	-2392816.4809591984	300.324761469659	2291.1269289106535	31.5	18:40
54.8%	123250	493.00000000086754	-2958608.195718039	564857.5942059803	-2393750.6015120586	299.4945869692104	2289.680349226473	31.5	18:37
54.9%	123500	494.0000000008723	-2960248.7110483516	566686.0915751236	-2393562.619473228	300.4640792270168	2288.9872665336657	31.5	18:34
55.0%	123750	495.0000000008771	-2958343.6754739396	564756.420342085	-2393587.2551318547	299.44094331656197	2289.6116614922985	31.5	18:32
55.1%	124000	496.00000000088187	-2959776.3644225113	566917.6153474422	-2392858.749075069	300.5868360373623	2293.05029407579	31.5	18:29
55.2%	124250	497.00000000088664	-2959340.671517905	568166.0612783552	-2391174.6102395495	301.2487777413731	2297.3725263589395	31.5	18:26
55.3%	124500	498.0000000008914	-2956925.9865683205	565870.4395914358	-2391055.546976885	300.0316103065828	2298.490828973399	31.5	18:23
55.4%	124750	499.0000000008962	-2956169.173557803	565476.6891452636	-2390692.4844125393	299.82283887736793	2300.1461746140194	31.5	18:21
55.6%	125000	500.00000000090097	-2956835.928150382	566278.0331656332	-2390557.8949847487	300.2477215360462	2298.937604577978	31.4	18:19
55.7%	125250	501.00000000090574	-2955854.3941978477	565121.1632797412	-2390733.2309181066	299.63433460063743	2298.5938399478446	31.4	18:16
55.8%	125500	502.0000000009105	-2955360.9867410026	566978.937767553	-2388382.0489734495	300.61934995427055	2298.5938399478446	31.4	18:14
55.9%	125750	503.0000000009153	-2956728.4615579937	567836.3171574627	-2388892.144400531	301.07394326927744	2296.2940421598273	31.4	18:11
56.0%	126000	504.00000000092007	-2957539.638421504	568535.2488028028	-2389004.3896187013	301.4445256011571	2296.3423288755407	31.4	18:08
56.1%	126250	505.00000000092484	-2954818.190073639	565765.9935162654	-2389052.1965573737	299.9762316864411	2295.90512571125	31.4	18:05
56.2%	126500	506.0000000009296	-2956036.770461051	566795.4276938045	-2389241.342767246	300.52205060961137	2294.9025534763887	31.4	18:03
56.3%	126750	507.0000000009344	-2955536.9868580345	565760.3726765992	-2389776.614181435	299.973251446693	2295.30244121405	31.4	18:00
56.4%	127000	508.00000000093917	-2956211.5091087595	565863.5028036603	-2390348.006305099	300.0279323346284	2296.377473541065	31.4	17:57
56.6%	127250	509.00000000094394	-2957739.8273818847	566753.1712483974	-2390986.6561334874	300.4996457118216	2298.0186726494685	31.4	17:54
56.7%	127500	510.0000000009487	-2957519.781727392	566510.8431653732	-2391008.938562019	300.37116032031605	2298.0467867268017	31.4	17:51
56.8%	127750	511.0000000009535	-2955570.543262249	565024.0729079931	-2390546.4703542558	299.5828560667846	2294.011739915113	31.4	17:49
56.9%	128000	512.0000000009583	-2958037.549826417	566848.2794748942	-2391189.270351523	300.55007328738077	2296.3073728404465	31.4	17:46
57.0%	128250	513.000000000963	-2958210.6361614764	567465.3433897408	-2390745.2927717357	300.877248320887	2293.725328425715	31.4	17:43
57.1%	128500	514.0000000009678	-2958682.2684061434	566644.7339809816	-2392037.534425162	300.4421509114508	2294.6904669142496	31.4	17:40
57.2%	128750	515.0000000009726	-2957287.413785547	565320.1783013798	-2391967.235484167	299.7398548632978	2292.0143170643782	31.4	17:38
57.3%	129000	516.0000000009774	-2957357.9654968083	566099.5710499403	-2391258.394446868	300.15309868211386	2295.3684578081647	31.4	17:35
57.4%	129250	517.0000000009821	-2955736.4527659602	564593.7958431436	-2391142.6569228168	299.3547177658371	2296.5673082544886	31.4	17:32
57.6%	129500	518.0000000009869	-2957620.107203653	566542.8438217895	-2391077.2633818635	300.38812747004454	2296.5143189198297	31.4	17:29
57.7%	129750	519.0000000009917	-2959104.207616579	567219.0244630298	-2391885.183153549	300.7466469339627	2296.3650221796956	31.4	17:27
57.8%	130000	520.0000000009965	-2956407.468245268	564044.8865987518	-2392362.581646516	299.06367919413515	2288.9981232755117	31.4	17:24
57.9%	130250	521.0000000010012	-2956652.1066978127	563871.9436193033	-2392780.1630785093	298.97198265552004	2289.758465103679	31.4	17:21
58.0%	130500	522.000000001006	-2959559.16389272	567185.930118902	-2392373.233773818	300.72909989728083	2289.975105473804	31.4	17:18
58.1%	130750	523.0000000010108	-2959024.9558171593	566679.9385286074	-2392345.0172885517	300.4608168045162	2289.8733603199557	31.4	17:16
58.2%	131000	524.0000000010156	-2957873.8197606206	565772.255427629	-2392101.564332992	299.9795518304503	2292.3029351398745	31.4	17:13
58.3%	131250	525.0000000010203	-2957476.667297546	565847.0658861079	-2391629.601411438	300.0192172746134	2294.7601472168362	31.4	17:10
58.4%	131500	526.0000000010251	-2960513.252477955	568034.4941652567	-2392478.7583126985	301.1790192064781	2292.877011359611	31.4	17:07
58.6%	131750	527.0000000010299	-2958832.2606322244	567092.9879461435	-2391739.272686081	300.67982079060357	2292.759082860923	31.4	17:04
58.7%	132000	528.0000000010347	-2958060.20351007	565786.5377746308	-2392273.6657354394	299.9871245101136	2293.7802761246935	31.4	17:02
58.8%	132250	529.0000000010394	-2959227.2370775193	565650.2382377371	-2393576.998839782	299.91485678471724	2294.179737992727	31.4	16:59
58.9%	132500	530.0000000010442	-2958947.528671706	564666.4907088606	-2394281.0379628455	299.39326149616136	2294.75414252617	31.4	16:56
59.0%	132750	531.000000001049	-2960215.5725260563	565577.348464028	-2394638.2240620283	299.87620971172896	2294.75414252617	31.4	16:53
59.1%	133000	532.0000000010538	-2960287.5324654393	566512.1482458691	-2393775.38421957	300.3718522903774	2293.7121730922195	31.4	16:51
59.2%	133250	533.0000000010585	-2958616.357662244	564927.1772618608	-2393689.1804003827	299.53148077889756	2293.7505685647725	31.4	16:48
59.3%	133500	534.0000000010633	-2959000.8545604236	565625.8807547904	-2393374.9738056334	299.9019421415053	2292.5376012395645	31.4	16:45
59.4%	133750	535.0000000010681	-2959079.575654391	565010.3311901286	-2394069.2444642624	299.57557003547635	2293.381179319226	31.4	16:42
59.6%	134000	536.0000000010729	-2958782.5299623962	565508.5051464	-2393274.024815996	299.839708120549	2293.7373026588334	31.4	16:40
59.7%	134250	537.0000000010776	-2960710.8914588653	566338.6399169908	-2394372.2515418744	300.2798559963979	2292.8481825012404	31.4	16:37
59.8%	134500	538.0000000010824	-2957767.709102014	563843.3751509545	-2393924.3339510597	298.9568352949884	2290.92674702646	31.4	16:34
59.9%	134750	539.0000000010872	-2958314.8043720685	564747.3855587865	-2393567.418813282	299.43615296104565	2292.3926315727585	31.4	16:31
60.0%	135000	540.000000001092	-2957999.0159877352	563082.3976012121	-2394916.618386523	298.5533554457473	2293.803846721315	31.4	16:29
60.1%	135250	541.0000000010967	-2959643.0135807805	564231.305180382	-2395411.7084003985	299.162520666183	2293.803846721315	31.4	16:26
60.2%	135500	542.0000000011015	-2959018.828896491	564350.065182462	-2394668.763714029	299.2254887100515	2295.5825081274324	31.5	16:23
60.3%	135750	543.0000000011063	-2958012.5117429253	564354.096631189	-2393658.4151117364	299.22762623477234	2296.1635013406462	31.5	16:20
60.4%	136000	544.0000000011111	-2958424.29727713	564951.2483468197	-2393473.0489303106	299.54424357030126	2294.6449356488065	31.5	16:17
60.6%	136250	545.0000000011158	-2957677.831232099	564495.6570616226	-2393182.1741704764	299.3026833519622	2295.0924680346566	31.5	16:15
60.7%	136500	546.0000000011206	-2958092.460317718	564019.3722508762	-2394073.0880668415	299.05015116661605	2294.9902526959013	31.5	16:12
60.8%	136750	547.0000000011254	-2958748.718418099	565779.770186818	-2392968.948231281	299.98353625010327	2296.084308731621	31.5	16:09
60.9%	137000	548.0000000011302	-2960574.736890698	566448.9310047898	-2394125.805885908	300.3383337156064	2298.2535021450767	31.5	16:06
61.0%	137250	549.0000000011349	-2958192.827422317	563942.7354095794	-2394250.092012738	299.0095173513567	2295.0328009026744	31.5	16:04
61.1%	137500	550.0000000011397	-2958700.561176406	565183.375009675	-2393517.186166731	299.6673200407772	2294.9990107187414	31.5	16:01
61.2%	137750	551.0000000011445	-2958700.42786742	564733.4338130656	-2393966.9940543543	299.42875557033153	2294.4962316673723	31.5	15:58
61.3%	138000	552.0000000011493	-2958575.3035368044	564735.8177940792	-2393839.4857427254	299.43001958699045	2294.2906809472083	31.5	15:55
61.4%	138250	553.000000001154	-2958902.557365544	564231.9584846457	-2394670.598880898	299.1628670563044	2295.343160181524	31.5	15:53
61.6%	138500	554.0000000011588	-2957967.5906343013	564445.9925314245	-2393521.598102877	299.2763505946243	2294.9867527969345	31.5	15:50
61.7%	138750	555.0000000011636	-2956392.147561129	563410.5528072002	-2392981.594753929	298.7273474552154	2297.2625860691737	31.5	15:47
61.8%	139000	556.0000000011684	-2959523.5290870443	565550.6598105802	-2393972.869276464	299.8620590526547	2296.299511928499	31.5	15:44
61.9%	139250	557.0000000011731	-2960218.6458887793	566422.6131415999	-2393796.0327471793	300.3243796541813	2293.438821032973	31.5	15:42
62.0%	139500	558.0000000011779	-2959736.812852636	567566.3352631204	-2392170.4775895155	300.9307954798795	2294.0760020478256	31.5	15:39
62.1%	139750	559.0000000011827	-2958868.54266119	565989.7950391611	-2392878.747622029	300.09489406320694	2293.6320689520635	31.5	15:36
62.2%	140000	560.0000000011875	-2958875.026143959	565747.5818436551	-2393127.4443003037	299.9664695865058	2294.3855051757705	31.5	15:33
62.3%	140250	561.0000000011922	-2959053.443542214	566871.9448306581	-2392181.498711556	300.56262095607235	2293.8923129330046	31.5	15:31
62.4%	140500	562.000000001197	-2959785.706869358	566275.8970008773	-2393509.809868481	300.24658891467783	2296.2196288884784	31.5	15:28
62.6%	140750	563.0000000012018	-2959713.473538235	566308.9413052744	-2393404.5322329607	300.26410941966634	2296.6474872423614	31.5	15:25
62.7%	141000	564.0000000012066	-2960254.661029905	565556.4473775341	-2394698.213652371	299.8651276933036	2295.8637576218935	31.5	15:22
62.8%	141250	565.0000000012113	-2958744.575764805	565468.3172571654	-2393276.2585076396	299.81839999720796	2296.449582009718	31.5	15:20
62.9%	141500	566.0000000012161	-2959712.9132237695	566176.7481659303	-2393536.1650578394	300.1940189577975	2294.4315049842803	31.5	15:17
63.0%	141750	567.0000000012209	-2959229.971682649	565455.8020376717	-2393774.1696449774	299.8117642707319	2295.6451574461403	31.5	15:14
63.1%	142000	568.0000000012257	-2959221.599272173	565636.4738038854	-2393585.1254682876	299.90755870910743	2293.6675235971475	31.5	15:11
63.2%	142250	569.0000000012304	-2960416.9166679904	565992.946954213	-2394423.9697137773	300.09656524813266	2293.0633689503034	31.5	15:09
63.3%	142500	570.0000000012352	-2961559.605489839	565049.3260780022	-2396510.2794118365	299.59624561452034	2293.0633689503034	31.5	15:06
63.4%	142750	571.00000000124	-2962240.7376399077	565084.9823225683	-2397155.7553173397	299.61515100297356	2292.5450353365277	31.5	15:03
63.6%	143000	572.0000000012448	-2963611.688866701	564891.4114663403	-2398720.2774003604	299.51251730515315	2292.6919688911726	31.5	15:00
63.7%	143250	573.0000000012495	-2962755.7816661224	563973.9236661477	-2398781.857999975	299.02605375648795	2291.4637953791894	31.5	14:57
63.8%	143500	574.0000000012543	-2963746.727696277	565512.4635164081	-2398234.264179869	299.84180689801576	2289.7493819290503	31.5	14:55
63.9%	143750	575.0000000012591	-2963266.3241109066	565055.270447097	-2398211.05366381	299.59939739363267	2291.415701026984	31.5	14:52
64.0%	144000	576.0000000012639	-2964081.720045183	564955.6166221102	-2399126.1034230725	299.5465596846942	2291.6250435010065	31.5	14:49
64.1%	144250	577.0000000012686	-2964196.497040704	564936.1305928653	-2399260.3664478385	299.5362279473851	2292.9393448135615	31.5	14:46
64.2%	144500	578.0000000012734	-2963055.1545480285	563862.6449195637	-2399192.509628465	298.9670523681938	2293.7450614474337	31.5	14:44
64.3%	144750	579.0000000012782	-2962634.713085873	563882.413506757	-2398752.299579116	298.97753392127396	2292.0699332291797	31.5	14:41
64.4%	145000	580.000000001283	-2963485.067398198	564526.0086315584	-2398959.05876664	299.31877613533806	2289.1626108762134	31.5	14:38
64.6%	145250	581.0000000012877	-2961478.39737414	562040.5456397901	-2399437.85173435	298.0009524576849	2291.186602937623	31.5	14:35
64.7%	145500	582.0000000012925	-2963007.23915961	564215.3338451367	-2398791.9053144734	299.15405246375167	2293.7050707018498	31.5	14:33
64.8%	145750	583.0000000012973	-2962526.848042503	564369.3013037627	-2398157.54673874	299.2356879430315	2293.804571398132	31.5	14:30
64.9%	146000	584.000000001302	-2961560.9129679166	563434.1266889784	-2398126.786278938	298.7398466232514	2291.57020898494	31.5	14:27
65.0%	146250	585.0000000013068	-2961374.148584554	563575.1026381484	-2397799.0459464057	298.8145938411384	2291.8799916978696	31.5	14:24
65.1%	146500	586.0000000013116	-2960573.985089192	563371.0446794234	-2397202.940409769	298.70639974993213	2294.1014315513953	31.5	14:22
